,score_S,score_G2M,Cell Type,Predicted Cell Type for Custom Sparse Model,Predicted Cell Type for Custom Sparse Model (GBM data),Predicted Cell Type,Predicted Cell Type for Custom Sparse Model (GBM data) 
524,-0.213661934450429,-0.0955540280643177,Macrophage,T cells,T cells,T cells,T cells
525,-0.0792759842968185,-0.221904041169703,Malignant,Malignant,Malignant,Malignant,Malignant
526,-0.137967066791835,-0.0693974981012982,Macrophage,T cells,T cells,T cells,T cells
527,-0.217604523375517,-0.166375551741886,Malignant,Malignant,Malignant,Malignant,Malignant
528,-0.265221743159782,-0.118100144801971,Macrophage,T cells,T cells,T cells,T cells
529,-0.157847385926664,-0.0762530798720029,Malignant,Malignant,Malignant,Malignant,Malignant
530,-0.0389947412015175,-0.161429722372971,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
531,0.185731968279537,-0.10879369381206,Malignant,Malignant,Malignant,Malignant,Malignant
532,-0.227259200456821,-0.230111321099393,Malignant,Malignant,Malignant,Malignant,Malignant
533,-0.102576965548712,0.0255859094309894,Malignant,Malignant,Malignant,Malignant,Malignant
534,0.293277206010375,-0.0905960526029427,Malignant,Malignant,Malignant,Malignant,Malignant
535,-0.0351263980825089,-0.25361788519632,Malignant,Malignant,Malignant,Malignant,Malignant
536,-0.249267674057884,-0.221367535857991,Macrophage,T cells,T cells,T cells,T cells
537,0.140262819130683,-0.0102504284323183,Malignant,Malignant,Malignant,Malignant,Malignant
538,-0.201215914641011,-0.252312602965518,Malignant,Malignant,Malignant,Malignant,Malignant
539,-0.0736492213908714,-0.137058784477057,Malignant,Malignant,Malignant,Malignant,Malignant
540,-0.17309682520162,-0.0875137015763964,Malignant,Malignant,Malignant,Malignant,Malignant
541,-0.187832337139652,-0.193323485154354,Macrophage,T cells,T cells,T cells,T cells
542,-0.0238705084264614,-0.134544223878849,Malignant,Malignant,Malignant,Malignant,Malignant
543,-0.0578108924671122,-0.174292760417697,Malignant,Malignant,Malignant,Malignant,Malignant
544,-0.160311713736126,-0.17589148834608,Malignant,Malignant,Malignant,Malignant,Malignant
545,-0.133517598077652,-0.159326600213142,Malignant,Malignant,Malignant,Malignant,Malignant
546,-0.0849683258893963,-0.0963670379867999,Malignant,Malignant,Malignant,Malignant,Malignant
547,-0.297554495845042,-0.17974770984348,Malignant,Malignant,Malignant,Malignant,Malignant
548,-0.226195072763562,-0.127530378651156,Malignant,Malignant,Malignant,Malignant,Malignant
549,-0.0810691475635328,-0.0690375823264637,Malignant,Malignant,Malignant,Malignant,Malignant
550,-0.0363225931602266,-0.120424298143882,Malignant,Malignant,Malignant,Malignant,Malignant
551,-0.159401011637682,-0.175112722720647,Malignant,Malignant,Malignant,Malignant,Malignant
552,-0.288206775232925,-0.0813057627648411,Malignant,Malignant,Malignant,Malignant,Malignant
553,-0.0651081884884376,-0.109183526398641,Malignant,Malignant,Malignant,Malignant,Malignant
554,0.582045449645769,0.14124814685725,Malignant,Malignant,Malignant,Malignant,Malignant
555,-0.142368909384698,-0.129480498067243,Malignant,Malignant,Malignant,Malignant,Malignant
556,0.679080137832468,-0.0339843852262904,Malignant,Malignant,Malignant,Malignant,Malignant
557,-0.169538819549377,-0.0520145405744137,Malignant,Malignant,Malignant,Malignant,Malignant
558,-0.198414753351934,-0.216040458835946,Macrophage,T cells,T cells,T cells,T cells
559,-0.162891274481643,-0.0033987845938759,Macrophage,T cells,T cells,T cells,T cells
560,-0.0381649016925701,-0.149379370321132,Macrophage,T cells,T cells,T cells,T cells
561,-0.132579995026771,-0.178964432541361,Malignant,Malignant,Malignant,Malignant,Malignant
562,-0.151115982438044,-0.187484471639345,Malignant,Malignant,Malignant,Malignant,Malignant
563,-0.128499910995781,-0.125768581838942,Malignant,Malignant,Malignant,Malignant,Malignant
564,-0.0589148213693761,-0.165082794267764,Malignant,Malignant,Malignant,Malignant,Malignant
565,-0.152307997269581,-0.199076853394297,Macrophage,T cells,T cells,T cells,T cells
566,-0.169292390554455,-0.198281887105031,Malignant,Malignant,Malignant,Malignant,Malignant
567,-0.0941328087149985,-0.168793673348574,Malignant,Malignant,Malignant,Malignant,Malignant
568,-0.134732310376758,-0.119299973069936,Macrophage,T cells,T cells,T cells,T cells
569,0.521254240602169,0.601214718589991,Malignant,Malignant,Malignant,Malignant,Malignant
570,-0.356850140695735,-0.196668047615079,Malignant,Malignant,Malignant,Malignant,Malignant
571,-0.143940093830037,-0.0866163610640413,Malignant,Malignant,Malignant,Malignant,Malignant
572,-0.0591706338811547,-0.135457058343929,Malignant,Malignant,Malignant,Malignant,Malignant
573,-0.0504936887941875,-0.164358984120816,Macrophage,T cells,T cells,T cells,T cells
574,-0.0963691945890376,-0.160265965078012,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
575,0.645198107483739,0.193478366576471,Malignant,Malignant,Malignant,Malignant,Malignant
576,-0.218089181354765,-0.178669592904034,Malignant,Malignant,Malignant,Malignant,Malignant
577,-0.222579414563581,-0.128807968120046,Malignant,Malignant,Malignant,Malignant,Malignant
578,-0.0152334527660677,-0.159658643237544,Malignant,Malignant,Malignant,Malignant,Malignant
579,0.658201815176719,0.357315447509058,Malignant,Malignant,Malignant,Malignant,Malignant
580,-0.247406234462905,-0.130729343048711,Malignant,Malignant,Malignant,Malignant,Malignant
581,-0.226047697488257,-0.147125423526885,Malignant,Malignant,Malignant,Malignant,Malignant
582,0.52644204415229,0.227572786174648,Malignant,Malignant,Malignant,Malignant,Malignant
583,-0.0131654009209016,-0.172951487293027,Malignant,Malignant,Malignant,Malignant,Malignant
584,-0.173319762963843,-0.164041475250331,Malignant,Malignant,Malignant,Malignant,Malignant
585,-0.158198515056864,-0.194547858899668,Malignant,Malignant,Malignant,Malignant,Malignant
586,-0.0646399611988951,-0.250688798496026,Malignant,Malignant,Malignant,Malignant,Malignant
587,0.103264882055064,-0.167937036694452,Malignant,Malignant,Malignant,Malignant,Malignant
588,-0.0438993521198032,-0.160110274840615,Malignant,Malignant,Malignant,Malignant,Malignant
589,0.678960650518068,0.584768120152396,Malignant,Malignant,Malignant,Malignant,Malignant
590,-0.119796428546722,-0.189572538908429,Malignant,Malignant,Malignant,Malignant,Malignant
591,-0.139565088620756,0.0490292990777123,Macrophage,T cells,T cells,T cells,T cells
592,-0.15509466698043,-0.124459905502849,Malignant,Malignant,Malignant,Malignant,Malignant
593,-0.0939565628819608,-0.134112885160701,Malignant,Malignant,Malignant,Malignant,Malignant
594,-0.0770968673495285,-0.1227306555883,Malignant,Malignant,Malignant,Malignant,Malignant
595,-0.16565898031013,-0.202682991367167,Malignant,Malignant,Malignant,Malignant,Malignant
596,0.20996316973255,-0.0267634274465438,Malignant,Malignant,Malignant,Malignant,Malignant
597,-0.181834063483922,-0.110311609739816,Malignant,Malignant,Malignant,Malignant,Malignant
598,-0.14976236492578,-0.196325068111285,Macrophage,T cells,T cells,T cells,T cells
599,-0.13459479199228,-0.0771542963990483,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
600,-0.197016456400633,0.0011570610470195,Malignant,Malignant,Malignant,Malignant,Malignant
601,-0.0713153380142012,-0.167535900912512,Malignant,Malignant,Malignant,Malignant,Malignant
602,-0.283918661126905,-0.256567406206771,Malignant,Malignant,Malignant,Malignant,Malignant
603,-0.110252602322439,-0.223023517012946,Malignant,Malignant,Malignant,Malignant,Malignant
604,0.66401011057337,0.24140765641855,Malignant,Malignant,Malignant,Malignant,Malignant
605,-0.0859561560509289,-0.184568203422653,Malignant,Malignant,Malignant,Malignant,Malignant
606,-0.171474993653788,-0.169868956398235,Malignant,Malignant,Malignant,Malignant,Malignant
607,-0.108520006763701,-0.133820077653081,Malignant,Malignant,Malignant,Malignant,Malignant
608,-0.131330078214163,1.21353613054235,Malignant,Malignant,Malignant,Malignant,Malignant
609,-0.118254181712558,-0.141976901896249,Malignant,Malignant,Malignant,Malignant,Malignant
610,0.639488429019403,0.627258442013203,Malignant,Malignant,Malignant,Malignant,Malignant
611,-0.121956930405372,-0.0974727435885282,Malignant,Malignant,Malignant,Malignant,Malignant
612,-0.26366076119321,-0.156398877556332,Malignant,Malignant,Malignant,Malignant,Malignant
613,-0.151087761621351,-0.154820364058686,Macrophage,T cells,T cells,T cells,T cells
614,-0.131865244124684,-0.16104839376058,Malignant,Malignant,Malignant,Malignant,Malignant
615,-0.12937997846612,-0.200650816746044,Malignant,Malignant,Malignant,Malignant,Malignant
616,-0.17546303226036,-0.0973884378098352,Malignant,Malignant,Malignant,Malignant,Malignant
617,-0.253130378131591,-0.114996130979864,Malignant,Malignant,Malignant,Malignant,Malignant
618,-0.136105740926897,-0.113440044692703,Malignant,Malignant,Malignant,Malignant,Malignant
619,-0.160011067890833,-0.112519518342503,Malignant,Malignant,Malignant,Malignant,Malignant
620,-0.161038741355916,-0.127755824598507,Malignant,Malignant,Malignant,Malignant,Malignant
621,-0.0682465739814789,-0.146480804340891,Malignant,Malignant,Malignant,Malignant,Malignant
622,-0.144185432093998,-0.138698179494757,Macrophage,T cells,T cells,T cells,T cells
623,-0.128509712326346,-0.111617490240653,Malignant,Malignant,Malignant,Malignant,Malignant
624,-0.0626707464028872,-0.0879025092638052,Malignant,Malignant,Malignant,Malignant,Malignant
625,-0.171786742594302,-0.117930665081315,Malignant,Malignant,Malignant,Malignant,Malignant
626,-0.0611335398928549,-0.214739813348087,Malignant,Malignant,Malignant,Malignant,Malignant
627,0.705884836374833,0.169107203680157,Malignant,Malignant,Malignant,Malignant,Malignant
628,0.26799746613747,-0.0639959259933866,Malignant,Malignant,Malignant,Malignant,Malignant
629,-0.0583525883786083,-0.0890571362740662,Malignant,Malignant,Malignant,Malignant,Malignant
630,-0.168012766151575,-0.128226705927942,Malignant,Malignant,Malignant,Malignant,Malignant
631,-0.120795330891344,-0.134495139300071,Macrophage,T cells,T cells,T cells,T cells
632,-0.009435482725199,-0.15416020803445,Malignant,Malignant,Malignant,Malignant,Malignant
633,-0.0501089436358051,-0.0954343551425192,Malignant,Malignant,Malignant,Malignant,Malignant
634,0.225520740632337,-0.0650510693614662,Malignant,Malignant,Malignant,Malignant,Malignant
635,0.0156023359953369,-0.221434086890532,Malignant,Malignant,Malignant,Malignant,Malignant
636,-0.002539034034711,-0.127783268188001,Malignant,Malignant,Malignant,Malignant,Malignant
637,-0.108433797453919,-0.144886257671302,Malignant,Malignant,Malignant,Malignant,Malignant
638,-0.0893919955783693,-0.0879549657993855,Malignant,Malignant,Malignant,Malignant,Malignant
639,-0.102296672276939,-0.214042395444334,Macrophage,T cells,T cells,T cells,T cells
640,-0.202470672843314,-0.134246034079191,Macrophage,T cells,T cells,T cells,T cells
641,0.0670242694985336,-0.0545164504532623,Malignant,Malignant,Malignant,Malignant,Malignant
642,-0.201173608849241,-0.152711270099463,Malignant,Malignant,Malignant,Malignant,Malignant
643,-0.152018721618209,-0.0341407425174282,Malignant,Malignant,Malignant,Malignant,Malignant
644,-0.140634648548971,-0.20941242999578,Malignant,Malignant,Malignant,Malignant,Malignant
645,-0.317425005280571,-0.179579031940966,Malignant,Malignant,Malignant,Malignant,Malignant
646,-0.125237893026463,-0.0957757725683376,Macrophage,T cells,T cells,T cells,T cells
647,-0.0131127560181397,-0.165255774340091,Macrophage,T cells,T cells,T cells,T cells
648,-0.195672337267007,-0.168971994009885,Malignant,Malignant,Malignant,Malignant,Malignant
649,0.737541768826927,0.606036146491835,Malignant,Malignant,Malignant,Malignant,Malignant
650,-0.143410976723275,-0.111178308130766,Macrophage,T cells,T cells,T cells,T cells
651,-0.153681563119327,-0.132552630973852,Malignant,Malignant,Malignant,Malignant,Malignant
652,-0.113758689716995,-0.165541399722191,Malignant,Malignant,Malignant,Malignant,Malignant
653,0.0487745065360029,-0.157471608295848,Malignant,Malignant,Malignant,Malignant,Malignant
654,-0.0980803712976356,-0.0758637031930425,Macrophage,T cells,T cells,T cells,T cells
655,-0.271575435747937,-0.130381884552134,Malignant,Malignant,Malignant,Malignant,Malignant
656,-0.114629019063765,-0.149009656753628,Macrophage,T cells,T cells,T cells,T cells
657,-0.12576764365957,-0.180597685781618,Malignant,Malignant,Malignant,Malignant,Malignant
658,-0.132992417311353,-0.132877100964793,Malignant,Malignant,Malignant,Malignant,Malignant
659,-0.0395871266642329,-0.11161237821908,Malignant,Malignant,Malignant,Malignant,Malignant
660,0.0295132715521119,-0.0932973018469253,Malignant,Malignant,Malignant,Malignant,Malignant
661,-0.155054346881171,-0.118113521743844,Malignant,Malignant,Malignant,Malignant,Malignant
662,0.0290573134092691,-0.0953044965623203,Malignant,Malignant,Malignant,Malignant,Malignant
663,0.526311059820985,-0.0976734400500587,Malignant,Malignant,Malignant,Malignant,Malignant
664,-0.155593803338139,-0.0593155611653061,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
665,-0.215024042932709,-0.130314503944083,Malignant,Malignant,Malignant,Malignant,Malignant
666,0.676545551518572,0.277213843511592,Malignant,Malignant,Malignant,Malignant,Malignant
667,-0.147072749999542,-0.156924406904531,Malignant,Malignant,Malignant,Malignant,Malignant
668,-0.130841029595872,-0.170203442594389,Malignant,Malignant,Malignant,Malignant,Malignant
669,-0.172432949697439,-0.223632781746088,Malignant,Malignant,Malignant,Malignant,Malignant
670,-0.0613172901729853,-0.166287300973246,Malignant,Malignant,Malignant,Malignant,Malignant
671,0.0807489911284043,-0.21612388956032,Malignant,Malignant,Malignant,Malignant,Malignant
672,-0.145335806368725,-0.0157724563064394,Macrophage,T cells,T cells,T cells,T cells
673,-0.0908955142191049,-0.0939231272131832,Malignant,Malignant,Malignant,Malignant,Malignant
674,-0.0551197386573104,-0.136464746063745,Malignant,Malignant,Malignant,Malignant,Malignant
675,-0.133039338514957,-0.145059011159984,Macrophage,T cells,T cells,T cells,T cells
676,-0.0221704924832297,-0.169164043162607,Malignant,Malignant,Malignant,Malignant,Malignant
677,-0.0441159463969404,-0.0992990691635985,Malignant,Malignant,Malignant,Malignant,Malignant
678,-0.134605848669088,-0.123409123986263,Malignant,Malignant,Malignant,Malignant,Malignant
679,-0.0002870265612606,-0.0994544374029195,Malignant,Malignant,Malignant,Malignant,Malignant
680,0.579114392554209,0.327695474031952,Malignant,Malignant,Malignant,Malignant,Malignant
681,-0.0981021364399327,-0.107730257442874,Malignant,Malignant,Malignant,Malignant,Malignant
682,-0.206780947588959,-0.141520684055095,Macrophage,T cells,T cells,T cells,T cells
683,-0.156886396350751,0.0178876587200806,Malignant,Malignant,Malignant,Malignant,Malignant
684,-0.063445412820329,-0.0690211208481001,Malignant,Malignant,Malignant,Malignant,Malignant
685,-0.200390539282447,-0.166862679094756,Malignant,Malignant,Malignant,Malignant,Malignant
686,-0.176486548639571,-0.124274750882588,Malignant,Malignant,Malignant,Malignant,Malignant
687,-0.0388465263511279,-0.115975080254393,Malignant,Malignant,Malignant,Malignant,Malignant
688,0.0238226807819796,-0.12935802450176,Malignant,Malignant,Malignant,Malignant,Malignant
689,-0.0584846161598603,-0.150887594184136,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
690,0.679183694865557,0.227149677032352,Malignant,Malignant,Malignant,Malignant,Malignant
691,-0.056288294076337,-0.180066476481658,Malignant,Malignant,Malignant,Malignant,Malignant
692,-0.178369059621383,0.0314822245385952,Malignant,Malignant,Malignant,Malignant,Malignant
693,-0.191504131458111,-0.143181373342049,Macrophage,T cells,T cells,T cells,T cells
694,0.0474368291484416,0.409458202878727,Malignant,Malignant,Malignant,Malignant,Malignant
695,-0.28059934364118,-0.0406225490637414,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
696,-0.107149515861561,-0.146717177936195,Malignant,Malignant,Malignant,Malignant,Malignant
697,-0.149094883451069,-0.0275897365069475,Malignant,Malignant,Malignant,Malignant,Malignant
698,0.024753979886921,-0.126216475923094,Malignant,Malignant,Malignant,Malignant,Malignant
699,-0.179627390163882,-0.0832019575800139,Malignant,Malignant,Malignant,Malignant,Malignant
700,0.487673096341102,0.616511950321639,Malignant,Malignant,Malignant,Malignant,Malignant
701,-0.0708770576215867,-0.0881269013651437,Malignant,Malignant,Malignant,Malignant,Malignant
702,0.0429888195634843,-0.116817561665022,Malignant,Malignant,Malignant,Malignant,Malignant
703,-0.162889762096411,-0.191231314322714,Malignant,Malignant,Malignant,Malignant,Malignant
704,-0.112201926149885,-0.244564023211249,Malignant,Malignant,Malignant,Malignant,Malignant
705,-0.12750642745459,-0.019199668398342,Macrophage,T cells,T cells,T cells,T cells
706,-0.133597707805539,-0.140827895216628,Malignant,Malignant,Malignant,Malignant,Malignant
707,-0.0368356274854128,-0.090691125146815,Malignant,Malignant,Malignant,Malignant,Malignant
708,-0.0522031942863734,-0.143210361354612,Malignant,Malignant,Malignant,Malignant,Malignant
709,-0.103626323110821,-0.0762544117613951,Malignant,Malignant,Malignant,Malignant,Malignant
710,-0.0296009091900639,-0.170044445484947,Malignant,Malignant,Malignant,Malignant,Malignant
711,-0.0269985935685488,-0.207760971549203,Malignant,Malignant,Malignant,Malignant,Malignant
712,-0.322292206395369,-0.204369654397392,Malignant,Malignant,Malignant,Malignant,Malignant
713,-0.156307962147397,-0.168138113391973,Malignant,Malignant,Malignant,Malignant,Malignant
714,0.0122370437907945,-0.157353442896908,Malignant,Malignant,Malignant,Malignant,Malignant
715,-0.0184688668026932,-0.133079163446143,Malignant,Malignant,Malignant,Malignant,Malignant
716,-0.0691622236194842,-0.136044475330715,Malignant,Malignant,Malignant,Malignant,Malignant
717,-0.11157924441323,-0.0846925038181313,Malignant,Malignant,Malignant,Malignant,Malignant
718,-0.16223728893337,-0.205400773751264,Malignant,Malignant,Malignant,Malignant,Malignant
719,-0.197035747035702,-0.0553041251226166,Malignant,Malignant,Malignant,Malignant,Malignant
720,-0.0030827161049679,-0.0822059262522155,Malignant,Malignant,Malignant,Malignant,Malignant
721,-0.015505157794971,-0.0927684209929749,Malignant,Malignant,Malignant,Malignant,Malignant
722,0.250140403093239,0.389221390286541,Malignant,Malignant,Malignant,Malignant,Malignant
723,0.247996127874026,0.0287083922795673,Malignant,Malignant,Malignant,Malignant,Malignant
724,-0.215052103460104,-0.0945710960136959,Malignant,Malignant,Malignant,Malignant,Malignant
725,0.430289044702672,0.341013611958542,Malignant,Malignant,Malignant,Malignant,Malignant
726,-0.0664255404590873,-0.170747035544562,Malignant,Malignant,Malignant,Malignant,Malignant
727,0.329501642283447,-0.0520340007369375,Malignant,Malignant,Malignant,Malignant,Malignant
728,0.383981225397786,0.0123508384928557,Malignant,Malignant,Malignant,Malignant,Malignant
729,0.330824264019677,-0.0015880344520063,Malignant,Malignant,Malignant,Malignant,Malignant
730,-0.18909204828763,-0.0822092811814198,Malignant,Malignant,Malignant,Malignant,Malignant
731,0.261617370937732,0.646020988420107,Malignant,Malignant,Malignant,Malignant,Malignant
732,-0.134182485031206,-0.195811381415237,Malignant,Malignant,Malignant,Malignant,Malignant
733,0.0700675240755018,0.002346009367136,Malignant,Malignant,Malignant,Malignant,Malignant
734,0.173022208711802,-0.098485723531395,Malignant,Malignant,Malignant,Malignant,Malignant
735,-0.0196797511203958,-0.006948024599181,Malignant,Malignant,Malignant,Malignant,Malignant
736,-0.0443985916246846,-0.0654530034278538,Malignant,Malignant,Malignant,Malignant,Malignant
737,0.150260636724337,0.78756089079993,Malignant,Malignant,Malignant,Malignant,Malignant
738,0.443740098056697,0.252061101109977,Malignant,Malignant,Malignant,Malignant,Malignant
739,0.577073271227453,0.0356463389730598,Malignant,Malignant,Malignant,Malignant,Malignant
740,-0.175774630319598,-0.0547232668529561,Malignant,Malignant,Malignant,Malignant,Malignant
741,0.364749161573384,0.354530883879351,Malignant,Malignant,Malignant,Malignant,Malignant
742,-0.060067027827109,-0.208986509257267,Malignant,Malignant,Malignant,Malignant,Malignant
743,-0.16748128943308,0.104143550213896,Malignant,Malignant,Malignant,Malignant,Malignant
744,0.0754698804749141,-0.0756777843801588,Malignant,Malignant,Malignant,Malignant,Malignant
745,0.282493790978317,-0.0157329247516147,Malignant,Malignant,Malignant,Malignant,Malignant
746,-0.2349330881508,-0.0839447147736297,Malignant,Malignant,Malignant,Malignant,Malignant
747,-0.158203269956826,-0.120938774115014,Malignant,Malignant,Malignant,Malignant,Malignant
748,0.40863828108874,0.0590995520813916,Malignant,Malignant,Malignant,Malignant,Malignant
749,-0.0543754979811856,-0.133196509219571,Malignant,Malignant,Malignant,Malignant,Malignant
750,-0.0586453268970407,-0.122316414342586,Malignant,Malignant,Malignant,Malignant,Malignant
751,0.443619104920692,-0.165564155221845,Malignant,Malignant,Malignant,Malignant,Malignant
752,-0.233499264343829,-0.0989998528811854,Malignant,Malignant,Malignant,Malignant,Malignant
753,-0.073069214375275,-0.22728802138016,Malignant,Malignant,Malignant,Malignant,Malignant
754,0.656215589700415,0.252630210546376,Malignant,Malignant,Malignant,Malignant,Malignant
755,0.251765170527756,0.897310690097448,Malignant,Malignant,Malignant,Malignant,Malignant
756,-0.0007384340377973,0.0180153424758802,Malignant,Malignant,Malignant,Malignant,Malignant
757,0.373927166508479,0.0007723586441044,Malignant,Malignant,Malignant,Malignant,Malignant
758,-0.0671246117685833,-0.12195227069924,Malignant,Malignant,Malignant,Malignant,Malignant
759,-0.0071643287963721,-0.185866003515225,Malignant,Malignant,Malignant,Malignant,Malignant
760,0.51595047121069,0.356713179423923,Malignant,Malignant,Malignant,Malignant,Malignant
761,0.451085342567482,0.276036725720534,Malignant,Malignant,Malignant,Malignant,Malignant
762,0.498838490396076,0.296293668120266,Malignant,Malignant,Malignant,Malignant,Malignant
763,0.550516508153596,0.303613751793587,Malignant,Malignant,Malignant,Malignant,Malignant
764,0.277547756995043,-0.0735522128908777,Malignant,Malignant,Malignant,Malignant,Malignant
765,0.346317602818198,-0.105703154277428,Malignant,Malignant,Malignant,Malignant,Malignant
766,0.0067580603065223,-0.121644294501543,Malignant,Malignant,Malignant,Malignant,Malignant
767,-0.0398578743176701,-0.156544861263784,Malignant,Malignant,Malignant,Malignant,Malignant
768,0.321898165985151,-0.0310263454218801,Malignant,Malignant,Malignant,Malignant,Malignant
769,-0.0300632492240684,-0.15006294896584,Malignant,Malignant,Malignant,Malignant,Malignant
770,0.591455260559524,0.184784426423599,Malignant,Malignant,Malignant,Malignant,Malignant
771,-0.0212216004224987,-0.167533091018214,Malignant,Malignant,Malignant,Malignant,Malignant
772,0.668736082964839,0.203486161719693,Malignant,Malignant,Malignant,Malignant,Malignant
773,-0.0580835329123238,-0.207960442543069,Malignant,Malignant,Malignant,Malignant,Malignant
774,0.569788466525821,0.306027949788416,Malignant,Malignant,Malignant,Malignant,Malignant
775,0.408010814709774,0.453460993236915,Malignant,Malignant,Malignant,Malignant,Malignant
776,0.351318126055625,-0.0942649287320261,Malignant,Malignant,Malignant,Malignant,Malignant
777,-0.0944550810314883,-0.159354525918289,Malignant,Malignant,Malignant,Malignant,Malignant
778,0.0650717067786312,-0.039384024943372,Malignant,Malignant,Malignant,Malignant,Malignant
779,0.319171639332924,-0.118320625907439,Malignant,Malignant,Malignant,Malignant,Malignant
780,0.0891981527059463,-0.149417868149869,Malignant,Malignant,Malignant,Malignant,Malignant
781,0.164368301837169,-0.145777299924054,Malignant,Malignant,Malignant,Malignant,Malignant
782,-0.0370907959067407,-0.179122677886596,Malignant,Malignant,Malignant,Malignant,Malignant
783,0.000838591044016,-0.177185645352999,Malignant,Malignant,Malignant,Malignant,Malignant
784,0.635155047127551,0.271870338385621,Malignant,Malignant,Malignant,Malignant,Malignant
785,-0.145708543170664,0.981079096467813,Malignant,Malignant,Malignant,Malignant,Malignant
786,-0.190808231717248,-0.137155534319358,Malignant,Malignant,Malignant,Malignant,Malignant
787,0.142280375899403,-0.0951481302693273,Malignant,Malignant,Malignant,Malignant,Malignant
788,0.431191018343846,0.0800319454898082,Malignant,Malignant,Malignant,Malignant,Malignant
789,-0.13010255417605,-0.0890680899923425,Malignant,Malignant,Malignant,Malignant,Malignant
790,0.492646437071867,0.135338249591164,Malignant,Malignant,Malignant,Malignant,Malignant
791,0.225399355096599,0.411527968543609,Malignant,Malignant,Malignant,Malignant,Malignant
792,0.496659426562258,0.105393878240834,Malignant,Malignant,Malignant,Malignant,Malignant
793,0.103896849937312,0.640608859760694,Malignant,Malignant,Malignant,Malignant,Malignant
794,-0.0707578337305282,-0.178954662449786,Malignant,Malignant,Malignant,Malignant,Malignant
795,0.545222006404404,0.355151494177634,Malignant,Malignant,Malignant,Malignant,Malignant
796,-0.023494655141442,-0.117308139187176,Malignant,Malignant,Malignant,Malignant,Malignant
797,0.315167153140721,0.576529833541388,Malignant,Malignant,Malignant,Malignant,Malignant
798,0.156087712996824,-0.114551167706013,Malignant,Malignant,Malignant,Malignant,Malignant
799,0.259889063665593,0.121463909367539,Malignant,Malignant,Malignant,Malignant,Malignant
800,-0.0983027567020485,-0.0999189778602958,Malignant,Malignant,Malignant,Malignant,Malignant
801,-0.0895327525055146,-0.16554115979908,Malignant,Malignant,Malignant,Malignant,Malignant
802,0.0847592404601489,-0.104411611323063,Malignant,Malignant,Malignant,Malignant,Malignant
803,-0.0867164241388658,0.0111764810315031,Malignant,Malignant,Malignant,Malignant,Malignant
804,-0.294591143854952,-0.0723127195584161,Malignant,Malignant,Malignant,Malignant,Malignant
805,-0.110573021906649,-0.0434422434234049,Malignant,Malignant,Malignant,Malignant,Malignant
806,-0.167674706046011,-0.120656876084115,Malignant,Malignant,Malignant,Malignant,Malignant
807,-0.0554522010861722,0.743585870098244,Malignant,Malignant,Malignant,Malignant,Malignant
808,0.372425473678871,-0.0351067165594803,Malignant,Malignant,Malignant,Malignant,Malignant
809,0.0375036367074744,-0.0621457254017484,Malignant,Malignant,Malignant,Malignant,Malignant
810,0.0800304215806068,-0.109356213353822,Malignant,Malignant,Malignant,Malignant,Malignant
811,-0.164922549103752,-0.157761262627454,Malignant,Malignant,Malignant,Malignant,Malignant
812,-0.179183499460954,-0.0095449422675137,Malignant,Malignant,Malignant,Malignant,Malignant
813,-0.0631047562920296,0.0292764493906446,Malignant,Malignant,Malignant,Malignant,Malignant
814,0.150242504028032,-0.176022501742421,Malignant,Malignant,Malignant,Malignant,Malignant
815,0.126612543707256,-0.0544771561432311,Malignant,Malignant,Malignant,Malignant,Malignant
816,0.110727976906663,-0.0726478322798713,Malignant,Malignant,Malignant,Malignant,Malignant
817,0.546355722701939,0.348063220158093,Malignant,Malignant,Malignant,Malignant,Malignant
818,0.427661933214862,0.21233932952364,Malignant,Malignant,Malignant,Malignant,Malignant
819,-0.100232019089052,-0.127217966150968,Malignant,Malignant,Malignant,Malignant,Malignant
820,0.525558687682122,0.243645979309388,Malignant,Malignant,Malignant,Malignant,Malignant
821,0.0055335208199924,0.173447001565461,Malignant,Malignant,Malignant,Malignant,Malignant
822,-0.0711485828227064,-0.162654962011108,Malignant,Malignant,Malignant,Malignant,Malignant
823,-0.145632833778318,-0.123551570026596,Malignant,Malignant,Malignant,Malignant,Malignant
824,-0.247197210585812,-0.10471604450495,Malignant,Malignant,Malignant,Malignant,Malignant
825,0.0977511132345503,0.956902338946105,Malignant,Malignant,Malignant,Malignant,Malignant
826,0.475122827958624,0.284293757310764,Malignant,Malignant,Malignant,Malignant,Malignant
827,0.0050567899140142,-0.0752478256428136,Malignant,Malignant,Malignant,Malignant,Malignant
828,0.0868573567135166,-0.168871112311129,Malignant,Malignant,Malignant,Malignant,Malignant
829,0.100469950847419,-0.030216623310378,Malignant,Malignant,Malignant,Malignant,Malignant
830,0.191514844505903,0.0218328072286101,Malignant,Malignant,Malignant,Malignant,Malignant
