ID	Cell_Type
HP1526901T2D	3
HP1526901T2D	4
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	2
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	10
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	12
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	10
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	10
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	12
HP1525301T2D	12
HP1525301T2D	3
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	2
HP1525301T2D	2
HP1526901T2D	4
HP1526901T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	12
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	14
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	12
HP1526901T2D	11
HP1526901T2D	12
HP1525301T2D	2
HP1525301T2D	4
HP1525301T2D	13
HP1526901T2D	3
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	12
HP1526901T2D	4
HP1526901T2D	12
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	3
HP1525301T2D	7
HP1525301T2D	3
HP1526901T2D	13
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	12
HP1525301T2D	1
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	12
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	2
HP1526901T2D	12
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	3
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	0
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	2
HP1525301T2D	4
HP1525301T2D	10
HP1526901T2D	10
HP1525301T2D	4
HP1526901T2D	4
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	13
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	12
HP1525301T2D	11
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	7
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	2
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	1
HP1526901T2D	12
HP1525301T2D	2
HP1525301T2D	13
HP1526901T2D	4
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	12
HP1526901T2D	4
HP1525301T2D	13
HP1525301T2D	13
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	2
HP1526901T2D	3
HP1525301T2D	13
HP1526901T2D	1
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	2
HP1525301T2D	4
HP1526901T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	10
HP1525301T2D	2
HP1525301T2D	13
HP1525301T2D	3
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	1
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	12
HP1525301T2D	5
HP1526901T2D	10
HP1526901T2D	2
HP1526901T2D	3
HP1526901T2D	12
HP1526901T2D	13
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	4
HP1525301T2D	10
HP1526901T2D	4
HP1526901T2D	10
HP1525301T2D	2
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	10
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	12
HP1526901T2D	2
HP1526901T2D	4
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	13
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	13
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	3
HP1525301T2D	2
HP1525301T2D	2
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	4
HP1526901T2D	11
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	2
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	12
HP1525301T2D	12
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	4
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	2
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	4
HP1526901T2D	10
HP1526901T2D	2
HP1525301T2D	2
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	12
HP1525301T2D	10
HP1526901T2D	2
HP1525301T2D	10
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	3
HP1526901T2D	4
HP1526901T2D	3
HP1526901T2D	4
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	1
HP1525301T2D	13
HP1525301T2D	2
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	10
HP1526901T2D	12
HP1525301T2D	2
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	2
HP1526901T2D	10
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	2
HP1526901T2D	12
HP1525301T2D	13
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	12
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	2
HP1526901T2D	4
HP1525301T2D	13
HP1526901T2D	3
HP1525301T2D	10
HP1526901T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	4
HP1526901T2D	12
HP1526901T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	3
HP1526901T2D	3
HP1526901T2D	13
HP1526901T2D	10
HP1526901T2D	3
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	2
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	2
HP1525301T2D	13
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	2
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	2
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	10
HP1525301T2D	4
HP1525301T2D	10
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	4
HP1526901T2D	4
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	12
HP1526901T2D	10
HP1526901T2D	10
HP1526901T2D	4
HP1526901T2D	10
HP1525301T2D	4
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	10
HP1526901T2D	2
HP1525301T2D	3
HP1525301T2D	10
HP1525301T2D	4
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	3
HP1526901T2D	2
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	2
HP1525301T2D	4
HP1525301T2D	4
HP1526901T2D	3
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	12
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	4
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	4
HP1525301T2D	3
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	12
HP1525301T2D	3
HP1526901T2D	12
HP1526901T2D	2
HP1526901T2D	12
HP1525301T2D	4
HP1525301T2D	2
HP1525301T2D	4
HP1526901T2D	3
HP1525301T2D	3
HP1525301T2D	4
HP1526901T2D	12
HP1526901T2D	4
HP1526901T2D	3
HP1526901T2D	12
HP1526901T2D	12
HP1526901T2D	4
HP1525301T2D	4
HP1526901T2D	10
HP1526901T2D	4
HP1526901T2D	3
HP1525301T2D	8
HP1525301T2D	5
HP1526901T2D	10
HP1526901T2D	10
HP1525301T2D	4
HP1525301T2D	3
HP1526901T2D	3
HP1526901T2D	10
HP1526901T2D	2
HP1526901T2D	2
HP1526901T2D	3
HP1526901T2D	10
HP1525301T2D	3
HP1525301T2D	10
HP1526901T2D	3
HP1526901T2D	3
